Age,Activity,Value,Time,datetime,Time_lag,Density
45-64 anni,"dormire, mangiare e altra cura della persona",163.58999999999997,06:30:00,06:30:00,05:50:00,0.009353697738165075
45-64 anni,"dormire, mangiare e altra cura della persona",159.41,06:40:00,06:40:00,06:00:00,0.009114695008502321
45-64 anni,"dormire, mangiare e altra cura della persona",144.9,06:50:00,06:50:00,06:10:00,0.008285046777065343
45-64 anni,"dormire, mangiare e altra cura della persona",179.76000000000002,07:00:00,07:00:00,06:20:00,0.010278260929228891
45-64 anni,"dormire, mangiare e altra cura della persona",249.54999999999998,07:10:00,07:10:00,06:30:00,0.014268691671612535
45-64 anni,"dormire, mangiare e altra cura della persona",285.09,07:20:00,07:20:00,06:40:00,0.01630078665061117
45-64 anni,"dormire, mangiare e altra cura della persona",330.55,07:30:00,07:30:00,06:50:00,0.018900084279909933
45-64 anni,"dormire, mangiare e altra cura della persona",326.4,07:40:00,07:40:00,07:00:00,0.018662796880842842
45-64 anni,"dormire, mangiare e altra cura della persona",305.61,07:50:00,07:50:00,07:10:00,0.017474072778046513
45-64 anni,"dormire, mangiare e altra cura della persona",333.6,08:00:00,08:00:00,07:20:00,0.019074476223802615
45-64 anni,"dormire, mangiare e altra cura della persona",384.81,08:10:00,08:10:00,07:30:00,0.022002545550603967
45-64 anni,"dormire, mangiare e altra cura della persona",433.44,08:20:00,08:20:00,07:40:00,0.02478309644617807
45-64 anni,"dormire, mangiare e altra cura della persona",438.51,08:30:00,08:30:00,07:50:00,0.025072987316845576
45-64 anni,"dormire, mangiare e altra cura della persona",330.40000000000003,08:40:00,08:40:00,08:00:00,0.018891507626931606
45-64 anni,"dormire, mangiare e altra cura della persona",252.5,08:50:00,08:50:00,08:10:00,0.014437365846852996
45-64 anni,"dormire, mangiare e altra cura della persona",195.93999999999997,09:00:00,09:00:00,08:20:00,0.011203395897157924
45-64 anni,"dormire, mangiare e altra cura della persona",150.23000000000002,09:10:00,09:10:00,08:30:00,0.008589803846228618
45-64 anni,"dormire, mangiare e altra cura della persona",128.77,09:20:00,09:20:00,08:40:00,0.007362770693462418
45-64 anni,"dormire, mangiare e altra cura della persona",120.06,09:30:00,09:30:00,08:50:00,0.006864753043854142
45-64 anni,"dormire, mangiare e altra cura della persona",120.96,09:40:00,09:40:00,09:00:00,0.006916212961724112
45-64 anni,"dormire, mangiare e altra cura della persona",79.57000000000001,09:50:00,09:50:00,09:10:00,0.004549628516570666
45-64 anni,"dormire, mangiare e altra cura della persona",62.779999999999994,10:00:00,10:00:00,09:20:00,0.0035896151598630932
45-64 anni,"dormire, mangiare e altra cura della persona",58.4,10:10:00,10:10:00,09:30:00,0.003339176892895901
45-64 anni,"dormire, mangiare e altra cura della persona",47.61000000000001,10:20:00,10:20:00,09:40:00,0.0027222296553214703
45-64 anni,"dormire, mangiare e altra cura della persona",57.04,10:30:00,10:30:00,09:50:00,0.0032614152392257227
45-64 anni,"dormire, mangiare e altra cura della persona",62.64,10:40:00,10:40:00,10:00:00,0.0035816102837499873
45-64 anni,"dormire, mangiare e altra cura della persona",32.34,10:50:00,10:50:00,10:10:00,0.0018491263821276277
45-64 anni,"dormire, mangiare e altra cura della persona",27.09,11:00:00,11:00:00,10:20:00,0.0015489435278861294
45-64 anni,"dormire, mangiare e altra cura della persona",27.879999999999995,11:10:00,11:10:00,10:30:00,0.0015941139002386593
45-64 anni,"dormire, mangiare e altra cura della persona",21.349999999999998,11:20:00,11:20:00,10:40:00,0.0012207436072487583
45-64 anni,"dormire, mangiare e altra cura della persona",26.28,11:30:00,11:30:00,10:50:00,0.0015026296018031556
45-64 anni,"dormire, mangiare e altra cura della persona",34.65,11:40:00,11:40:00,11:00:00,0.0019812068379938866
45-64 anni,"dormire, mangiare e altra cura della persona",27.52,11:50:00,11:50:00,11:10:00,0.0015735299330906713
45-64 anni,"dormire, mangiare e altra cura della persona",80.0,12:00:00,12:00:00,11:20:00,0.0045742149217752074
45-64 anni,"dormire, mangiare e altra cura della persona",111.46999999999998,12:10:00,12:10:00,11:30:00,0.006373596716628528
45-64 anni,"dormire, mangiare e altra cura della persona",130.01999999999998,12:20:00,12:20:00,11:40:00,0.007434242801615154
45-64 anni,"dormire, mangiare e altra cura della persona",204.18000000000004,12:30:00,12:30:00,11:50:00,0.011674540034100775
45-64 anni,"dormire, mangiare e altra cura della persona",313.56,12:40:00,12:40:00,12:00:00,0.017928635385897923
45-64 anni,"dormire, mangiare e altra cura della persona",263.21999999999997,12:50:00,12:50:00,12:10:00,0.015050310646370873
45-64 anni,"dormire, mangiare e altra cura della persona",293.78000000000003,13:00:00,13:00:00,12:20:00,0.016797660746489005
45-64 anni,"dormire, mangiare e altra cura della persona",370.66,13:10:00,13:10:00,12:30:00,0.02119348128631498
45-64 anni,"dormire, mangiare e altra cura della persona",350.76,13:20:00,13:20:00,12:40:00,0.020055645324523395
45-64 anni,"dormire, mangiare e altra cura della persona",378.25,13:30:00,13:30:00,12:50:00,0.0216274599270184
45-64 anni,"dormire, mangiare e altra cura della persona",485.54999999999995,13:40:00,13:40:00,13:00:00,0.027762625690849394
45-64 anni,"dormire, mangiare e altra cura della persona",312.84000000000003,13:50:00,13:50:00,13:10:00,0.017887467451601947
45-64 anni,"dormire, mangiare e altra cura della persona",174.08,14:00:00,14:00:00,13:20:00,0.00995349166978285
45-64 anni,"dormire, mangiare e altra cura della persona",151.2,14:10:00,14:10:00,13:30:00,0.00864526620215514
45-64 anni,"dormire, mangiare e altra cura della persona",126.36,14:20:00,14:20:00,13:40:00,0.00722497246894394
45-64 anni,"dormire, mangiare e altra cura della persona",110.2,14:30:00,14:30:00,13:50:00,0.006300981054745348
45-64 anni,"dormire, mangiare e altra cura della persona",145.33999999999997,14:40:00,14:40:00,14:00:00,0.008310204959135106
45-64 anni,"dormire, mangiare e altra cura della persona",87.91000000000001,14:50:00,14:50:00,14:10:00,0.005026490422165731
45-64 anni,"dormire, mangiare e altra cura della persona",66.69,15:00:00,15:00:00,14:20:00,0.003813179914164857
45-64 anni,"dormire, mangiare e altra cura della persona",65.88,15:10:00,15:10:00,14:30:00,0.0037668659880818827
45-64 anni,"dormire, mangiare e altra cura della persona",58.71000000000001,15:20:00,15:20:00,14:40:00,0.0033569019757177807
45-64 anni,"dormire, mangiare e altra cura della persona",63.7,15:30:00,15:30:00,14:50:00,0.0036422186314635087
45-64 anni,"dormire, mangiare e altra cura della persona",77.75999999999999,15:40:00,15:40:00,15:00:00,0.0044461369039655
45-64 anni,"dormire, mangiare e altra cura della persona",59.63,15:50:00,15:50:00,15:10:00,0.0034095054473181952
45-64 anni,"dormire, mangiare e altra cura della persona",60.39,16:00:00,16:00:00,15:20:00,0.0034529604890750592
45-64 anni,"dormire, mangiare e altra cura della persona",57.2,16:10:00,16:10:00,15:30:00,0.0032705636690692733
45-64 anni,"dormire, mangiare e altra cura della persona",49.92,16:20:00,16:20:00,15:40:00,0.0028543101111877293
45-64 anni,"dormire, mangiare e altra cura della persona",58.46000000000001,16:30:00,16:30:00,15:50:00,0.003342607554087233
45-64 anni,"dormire, mangiare e altra cura della persona",77.05,16:40:00,16:40:00,16:00:00,0.004405540746534746
45-64 anni,"dormire, mangiare e altra cura della persona",51.68,16:50:00,16:50:00,16:10:00,0.0029549428394667837
45-64 anni,"dormire, mangiare e altra cura della persona",53.25,17:00:00,17:00:00,16:20:00,0.003044711807306622
45-64 anni,"dormire, mangiare e altra cura della persona",51.800000000000004,17:10:00,17:10:00,16:30:00,0.0029618041618494468
45-64 anni,"dormire, mangiare e altra cura della persona",47.6,17:20:00,17:20:00,16:40:00,0.0027216578784562484
45-64 anni,"dormire, mangiare e altra cura della persona",53.3,17:30:00,17:30:00,16:50:00,0.0030475706916327314
45-64 anni,"dormire, mangiare e altra cura della persona",85.8,17:40:00,17:40:00,17:00:00,0.004905845503603909
45-64 anni,"dormire, mangiare e altra cura della persona",62.62,17:50:00,17:50:00,17:10:00,0.003580466730019543
45-64 anni,"dormire, mangiare e altra cura della persona",72.45,18:00:00,18:00:00,17:20:00,0.004142523388532672
45-64 anni,"dormire, mangiare e altra cura della persona",76.84,18:10:00,18:10:00,17:30:00,0.004393533432365086
45-64 anni,"dormire, mangiare e altra cura della persona",70.7,18:20:00,18:20:00,17:40:00,0.0040424624371188395
45-64 anni,"dormire, mangiare e altra cura della persona",81.89999999999999,18:30:00,18:30:00,17:50:00,0.004682852526167368
45-64 anni,"dormire, mangiare e altra cura della persona",128.48000000000002,18:40:00,18:40:00,18:00:00,0.007346189164370983
45-64 anni,"dormire, mangiare e altra cura della persona",123.3,18:50:00,18:50:00,18:10:00,0.007050008748186037
45-64 anni,"dormire, mangiare e altra cura della persona",195.49,19:00:00,19:00:00,18:20:00,0.01117766593822294
45-64 anni,"dormire, mangiare e altra cura della persona",243.75,19:10:00,19:10:00,18:30:00,0.013937061089783834
45-64 anni,"dormire, mangiare e altra cura della persona",264.18,19:20:00,19:20:00,18:40:00,0.015105201225432179
45-64 anni,"dormire, mangiare e altra cura della persona",380.38000000000005,19:30:00,19:30:00,18:50:00,0.02174924839931067
45-64 anni,"dormire, mangiare e altra cura della persona",461.58,19:40:00,19:40:00,19:00:00,0.0263920765449125
45-64 anni,"dormire, mangiare e altra cura della persona",342.0,19:50:00,19:50:00,19:10:00,0.01955476879058901
45-64 anni,"dormire, mangiare e altra cura della persona",368.87999999999994,20:00:00,20:00:00,19:20:00,0.021091705004305475
45-64 anni,"dormire, mangiare e altra cura della persona",391.49999999999994,20:10:00,20:10:00,19:30:00,0.022385064273437415
45-64 anni,"dormire, mangiare e altra cura della persona",400.68000000000006,20:20:00,20:20:00,19:40:00,0.02290995543571113
45-64 anni,"dormire, mangiare e altra cura della persona",401.07,20:30:00,20:30:00,19:50:00,0.02293225473345478
45-64 anni,"dormire, mangiare e altra cura della persona",438.59999999999997,20:40:00,20:40:00,20:00:00,0.02507813330863257
45-64 anni,"dormire, mangiare e altra cura della persona",270.64,20:50:00,20:50:00,20:10:00,0.015474569080365524
45-64 anni,"dormire, mangiare e altra cura della persona",168.97,21:00:00,21:00:00,20:20:00,0.009661313691654459
45-64 anni,"dormire, mangiare e altra cura della persona",143.92,21:10:00,21:10:00,20:30:00,0.008229012644273597
45-64 anni,"dormire, mangiare e altra cura della persona",110.92000000000002,21:20:00,21:20:00,20:40:00,0.006342148989041325
45-64 anni,"dormire, mangiare e altra cura della persona",80.8,21:30:00,21:30:00,20:50:00,0.004619957070992959
45-64 anni,"dormire, mangiare e altra cura della persona",86.93999999999998,21:40:00,21:40:00,21:00:00,0.004971028066239206
45-64 anni,"dormire, mangiare e altra cura della persona",67.64999999999999,21:50:00,21:50:00,21:10:00,0.003868070493226159
45-64 anni,"dormire, mangiare e altra cura della persona",83.16,22:00:00,22:00:00,21:20:00,0.004754896411185328
45-64 anni,"dormire, mangiare e altra cura della persona",85.96,22:10:00,22:10:00,21:30:00,0.004914993933447459
45-64 anni,"dormire, mangiare e altra cura della persona",87.21,22:20:00,22:20:00,21:40:00,0.004986466041600197
45-64 anni,"dormire, mangiare e altra cura della persona",112.84,22:30:00,22:30:00,21:50:00,0.006451930147163929
45-64 anni,"dormire, mangiare e altra cura della persona",129.2,22:40:00,22:40:00,22:00:00,0.007387357098666959
45-64 anni,"dormire, mangiare e altra cura della persona",116.10000000000001,22:50:00,22:50:00,22:10:00,0.006638329405226269
45-64 anni,"dormire, mangiare e altra cura della persona",159.64000000000001,23:00:00,23:00:00,22:20:00,0.009127845876402427
45-64 anni,"dormire, mangiare e altra cura della persona",155.28,23:10:00,23:10:00,22:30:00,0.008878551163165677
45-64 anni,istruzione e formazione,0.0,06:00:00,06:00:00,05:20:00,0.0
45-64 anni,istruzione e formazione,0.0,06:10:00,06:10:00,05:30:00,0.0
45-64 anni,istruzione e formazione,0.0,06:20:00,06:20:00,05:40:00,0.0
45-64 anni,istruzione e formazione,0.0,06:30:00,06:30:00,05:50:00,0.0
45-64 anni,istruzione e formazione,0.0,06:40:00,06:40:00,06:00:00,0.0
45-64 anni,istruzione e formazione,0.0,06:50:00,06:50:00,06:10:00,0.0
45-64 anni,istruzione e formazione,0.0,07:00:00,07:00:00,06:20:00,0.0
45-64 anni,istruzione e formazione,0.0,07:10:00,07:10:00,06:30:00,0.0
45-64 anni,istruzione e formazione,0.0,07:20:00,07:20:00,06:40:00,0.0
45-64 anni,istruzione e formazione,0.0,07:30:00,07:30:00,06:50:00,0.0
45-64 anni,istruzione e formazione,0.0,07:40:00,07:40:00,07:00:00,0.0
45-64 anni,istruzione e formazione,0.0,07:50:00,07:50:00,07:10:00,0.0
45-64 anni,istruzione e formazione,0.0,08:00:00,08:00:00,07:20:00,0.0
45-64 anni,istruzione e formazione,0.0,08:10:00,08:10:00,07:30:00,0.0
45-64 anni,istruzione e formazione,0.0,08:20:00,08:20:00,07:40:00,0.0
45-64 anni,istruzione e formazione,1.4100000000000001,08:30:00,08:30:00,07:50:00,0.012264068887535881
45-64 anni,istruzione e formazione,1.1800000000000002,08:40:00,08:40:00,08:00:00,0.01026354701226407
45-64 anni,istruzione e formazione,1.01,08:50:00,08:50:00,08:10:00,0.008784900408802296
45-64 anni,istruzione e formazione,0.97,09:00:00,09:00:00,08:20:00,0.008436983560928937
45-64 anni,istruzione e formazione,0.8300000000000001,09:10:00,09:10:00,08:30:00,0.007219274593372185
45-64 anni,istruzione e formazione,0.79,09:20:00,09:20:00,08:40:00,0.0068713577454988265
45-64 anni,istruzione e formazione,1.74,09:30:00,09:30:00,08:50:00,0.015134382882491085
45-64 anni,istruzione e formazione,1.92,09:40:00,09:40:00,09:00:00,0.016700008697921195
45-64 anni,istruzione e formazione,1.46,09:50:00,09:50:00,09:10:00,0.012698964947377576
45-64 anni,istruzione e formazione,1.46,10:00:00,10:00:00,09:20:00,0.012698964947377576
45-64 anni,istruzione e formazione,1.46,10:10:00,10:10:00,09:30:00,0.012698964947377576
45-64 anni,istruzione e formazione,1.3800000000000001,10:20:00,10:20:00,09:40:00,0.012003131251630862
45-64 anni,istruzione e formazione,1.8399999999999999,10:30:00,10:30:00,09:50:00,0.01600417500217448
45-64 anni,istruzione e formazione,2.32,10:40:00,10:40:00,10:00:00,0.020179177176654777
45-64 anni,istruzione e formazione,1.32,10:50:00,10:50:00,10:10:00,0.011481255979820823
45-64 anni,istruzione e formazione,1.26,11:00:00,11:00:00,10:20:00,0.010959380708010785
45-64 anni,istruzione e formazione,1.36,11:10:00,11:10:00,10:30:00,0.011829172827694181
45-64 anni,istruzione e formazione,1.22,11:20:00,11:20:00,10:40:00,0.010611463860137426
45-64 anni,istruzione e formazione,1.46,11:30:00,11:30:00,10:50:00,0.012698964947377576
45-64 anni,istruzione e formazione,1.9800000000000002,11:40:00,11:40:00,11:00:00,0.017221883969731237
45-64 anni,istruzione e formazione,1.2800000000000002,11:50:00,11:50:00,11:10:00,0.011133339131947468
45-64 anni,istruzione e formazione,0.6400000000000001,12:00:00,12:00:00,11:20:00,0.005566669565973734
45-64 anni,istruzione e formazione,0.71,12:10:00,12:10:00,11:30:00,0.006175524049752109
45-64 anni,istruzione e formazione,0.66,12:20:00,12:20:00,11:40:00,0.005740627989910411
45-64 anni,istruzione e formazione,0.8300000000000001,12:30:00,12:30:00,11:50:00,0.007219274593372185
45-64 anni,istruzione e formazione,1.17,12:40:00,12:40:00,12:00:00,0.010176567800295728
45-64 anni,istruzione e formazione,0.82,12:50:00,12:50:00,12:10:00,0.007132295381403844
45-64 anni,istruzione e formazione,0.7400000000000001,13:00:00,13:00:00,12:20:00,0.006436461685657129
45-64 anni,istruzione e formazione,0.86,13:10:00,13:10:00,12:30:00,0.007480212229277203
45-64 anni,istruzione e formazione,0.79,13:20:00,13:20:00,12:40:00,0.0068713577454988265
45-64 anni,istruzione e formazione,0.8900000000000001,13:30:00,13:30:00,12:50:00,0.007741149865182223
45-64 anni,istruzione e formazione,1.17,13:40:00,13:40:00,13:00:00,0.010176567800295728
45-64 anni,istruzione e formazione,0.79,13:50:00,13:50:00,13:10:00,0.0068713577454988265
45-64 anni,istruzione e formazione,0.6400000000000001,14:00:00,14:00:00,13:20:00,0.005566669565973734
45-64 anni,istruzione e formazione,0.6000000000000001,14:10:00,14:10:00,13:30:00,0.005218752718100374
45-64 anni,istruzione e formazione,1.08,14:20:00,14:20:00,13:40:00,0.009393754892580673
45-64 anni,istruzione e formazione,1.16,14:30:00,14:30:00,13:50:00,0.010089588588327389
45-64 anni,istruzione e formazione,1.72,14:40:00,14:40:00,14:00:00,0.014960424458554406
45-64 anni,istruzione e formazione,1.1800000000000002,14:50:00,14:50:00,14:10:00,0.01026354701226407
45-64 anni,istruzione e formazione,1.71,15:00:00,15:00:00,14:20:00,0.014873445246586067
45-64 anni,istruzione e formazione,1.8299999999999998,15:10:00,15:10:00,14:30:00,0.01591719579020614
45-64 anni,istruzione e formazione,1.71,15:20:00,15:20:00,14:40:00,0.014873445246586067
45-64 anni,istruzione e formazione,1.95,15:30:00,15:30:00,14:50:00,0.016960946333826214
45-64 anni,istruzione e formazione,2.4299999999999997,15:40:00,15:40:00,15:00:00,0.021135948508306513
45-64 anni,istruzione e formazione,2.01,15:50:00,15:50:00,15:10:00,0.017482821605636252
45-64 anni,istruzione e formazione,1.8299999999999998,16:00:00,16:00:00,15:20:00,0.01591719579020614
45-64 anni,istruzione e formazione,1.95,16:10:00,16:10:00,15:30:00,0.016960946333826214
45-64 anni,istruzione e formazione,1.92,16:20:00,16:20:00,15:40:00,0.016700008697921195
45-64 anni,istruzione e formazione,2.37,16:30:00,16:30:00,15:50:00,0.02061407323649648
45-64 anni,istruzione e formazione,3.4499999999999997,16:40:00,16:40:00,16:00:00,0.03000782812907715
45-64 anni,istruzione e formazione,1.52,16:50:00,16:50:00,16:10:00,0.013220840219187615
45-64 anni,istruzione e formazione,1.42,17:00:00,17:00:00,16:20:00,0.012351048099504217
45-64 anni,istruzione e formazione,1.4000000000000001,17:10:00,17:10:00,16:30:00,0.012177089675567541
45-64 anni,istruzione e formazione,1.4000000000000001,17:20:00,17:20:00,16:40:00,0.012177089675567541
45-64 anni,istruzione e formazione,1.64,17:30:00,17:30:00,16:50:00,0.014264590762807687
45-64 anni,istruzione e formazione,2.6,17:40:00,17:40:00,17:00:00,0.022614595111768287
45-64 anni,istruzione e formazione,2.02,17:50:00,17:50:00,17:10:00,0.01756980081760459
45-64 anni,istruzione e formazione,2.1,18:00:00,18:00:00,17:20:00,0.01826563451335131
45-64 anni,istruzione e formazione,2.2600000000000002,18:10:00,18:10:00,17:30:00,0.019657301904844743
45-64 anni,istruzione e formazione,2.02,18:20:00,18:20:00,17:40:00,0.01756980081760459
45-64 anni,istruzione e formazione,2.34,18:30:00,18:30:00,17:50:00,0.020353135600591456
45-64 anni,istruzione e formazione,3.5200000000000005,18:40:00,18:40:00,18:00:00,0.030616682612855533
45-64 anni,istruzione e formazione,2.74,18:50:00,18:50:00,18:10:00,0.023832304079325045
45-64 anni,istruzione e formazione,1.1300000000000001,19:00:00,19:00:00,18:20:00,0.009828650952422371
45-64 anni,istruzione e formazione,1.25,19:10:00,19:10:00,18:30:00,0.010872401496042445
45-64 anni,istruzione e formazione,2.3800000000000003,19:20:00,19:20:00,18:40:00,0.02070105244846482
45-64 anni,istruzione e formazione,1.4300000000000002,19:30:00,19:30:00,18:50:00,0.01243802731147256
45-64 anni,istruzione e formazione,1.57,19:40:00,19:40:00,19:00:00,0.013655736279029313
45-64 anni,istruzione e formazione,1.0,19:50:00,19:50:00,19:10:00,0.008697921196833956
45-64 anni,istruzione e formazione,0.87,20:00:00,20:00:00,19:20:00,0.007567191441245543
45-64 anni,istruzione e formazione,0.87,20:10:00,20:10:00,19:30:00,0.007567191441245543
45-64 anni,istruzione e formazione,0.8400000000000001,20:20:00,20:20:00,19:40:00,0.007306253805340525
45-64 anni,istruzione e formazione,0.87,20:30:00,20:30:00,19:50:00,0.007567191441245543
45-64 anni,istruzione e formazione,1.02,20:40:00,20:40:00,20:00:00,0.008871879620770635
45-64 anni,istruzione e formazione,0.68,20:50:00,20:50:00,20:10:00,0.005914586413847091
45-64 anni,istruzione e formazione,0.61,21:00:00,21:00:00,20:20:00,0.005305731930068713
45-64 anni,istruzione e formazione,0.5599999999999999,21:10:00,21:10:00,20:30:00,0.004870835870227015
45-64 anni,istruzione e formazione,0.47000000000000003,21:20:00,21:20:00,20:40:00,0.00408802296251196
45-64 anni,istruzione e formazione,0.4,21:30:00,21:30:00,20:50:00,0.003479168478733583
45-64 anni,istruzione e formazione,0.45999999999999996,21:40:00,21:40:00,21:00:00,0.00400104375054362
45-64 anni,istruzione e formazione,0.33,21:50:00,21:50:00,21:10:00,0.0028703139949552057
45-64 anni,istruzione e formazione,0.27999999999999997,22:00:00,22:00:00,21:20:00,0.0024354179351135075
45-64 anni,istruzione e formazione,0.27999999999999997,22:10:00,22:10:00,21:30:00,0.0024354179351135075
45-64 anni,istruzione e formazione,0.27,22:20:00,22:20:00,21:40:00,0.0023484387231451683
45-64 anni,istruzione e formazione,0.31000000000000005,22:30:00,22:30:00,21:50:00,0.0026963555710185273
45-64 anni,istruzione e formazione,0.34,22:40:00,22:40:00,22:00:00,0.0029572932069235453
45-64 anni,istruzione e formazione,0.27,22:50:00,22:50:00,22:10:00,0.0023484387231451683
45-64 anni,istruzione e formazione,0.0,23:00:00,23:00:00,22:20:00,0.0
45-64 anni,istruzione e formazione,0.24,23:10:00,23:10:00,22:30:00,0.0020875010872401494
45-64 anni,lavoro familiare,1.9,06:00:00,06:00:00,05:20:00,0.00010214169633703748
45-64 anni,lavoro familiare,4.64,06:10:00,06:10:00,05:30:00,0.0002494407742125547
45-64 anni,lavoro familiare,6.12,06:20:00,06:20:00,05:40:00,0.00032900377978035234
45-64 anni,lavoro familiare,8.739999999999998,06:30:00,06:30:00,05:50:00,0.00046985180315037235
45-64 anni,lavoro familiare,9.879999999999999,06:40:00,06:40:00,06:00:00,0.0005311368209525949
45-64 anni,lavoro familiare,10.98,06:50:00,06:50:00,06:10:00,0.0005902714872529851
45-64 anni,lavoro familiare,21.36,07:00:00,07:00:00,06:20:00,0.0011482877019784847
45-64 anni,lavoro familiare,39.9,07:10:00,07:10:00,06:30:00,0.002144975623077787
45-64 anni,lavoro familiare,54.18,07:20:00,07:20:00,06:40:00,0.0029126511092319425
45-64 anni,lavoro familiare,80.3,07:30:00,07:30:00,06:50:00,0.004316830639928479
45-64 anni,lavoro familiare,94.19999999999999,07:40:00,07:40:00,07:00:00,0.005064077786815227
45-64 anni,lavoro familiare,96.99,07:50:00,07:50:00,07:10:00,0.005214064804068034
45-64 anni,lavoro familiare,153.6,08:00:00,08:00:00,07:20:00,0.008257349767036293
45-64 anni,lavoro familiare,210.08,08:10:00,08:10:00,07:30:00,0.011293646087623599
45-64 anni,lavoro familiare,275.94,08:20:00,08:20:00,07:40:00,0.014834199835390593
45-64 anni,lavoro familiare,336.98999999999995,08:30:00,08:30:00,07:50:00,0.018116173815062243
45-64 anni,lavoro familiare,298.54,08:40:00,08:40:00,08:00:00,0.01604914843392588
45-64 anni,lavoro familiare,266.64,08:50:00,08:50:00,08:10:00,0.014334243111214565
45-64 anni,lavoro familiare,264.81,09:00:00,09:00:00,08:20:00,0.014235864530005736
45-64 anni,lavoro familiare,246.51000000000002,09:10:00,09:10:00,08:30:00,0.013252078717917427
45-64 anni,lavoro familiare,237.0,09:20:00,09:20:00,08:40:00,0.012740832648356782
45-64 anni,lavoro familiare,273.17999999999995,09:30:00,09:30:00,08:50:00,0.014685825581764156
45-64 anni,lavoro familiare,306.23999999999995,09:40:00,09:40:00,09:00:00,0.01646309109802861
45-64 anni,lavoro familiare,226.29999999999998,09:50:00,09:50:00,09:10:00,0.012165613621616621
45-64 anni,lavoro familiare,219.0,10:00:00,10:00:00,09:20:00,0.011773174472532216
45-64 anni,lavoro familiare,245.28,10:10:00,10:10:00,09:30:00,0.013185955409236082
45-64 anni,lavoro familiare,235.98000000000002,10:20:00,10:20:00,09:40:00,0.012685998685060058
45-64 anni,lavoro familiare,311.87999999999994,10:30:00,10:30:00,09:50:00,0.01676629065978697
45-64 anni,lavoro familiare,401.36,10:40:00,10:40:00,10:00:00,0.021576626969385983
45-64 anni,lavoro familiare,219.77999999999997,10:50:00,10:50:00,10:10:00,0.011815106326817945
45-64 anni,lavoro familiare,199.08,11:00:00,11:00:00,10:20:00,0.010702299424619697
45-64 anni,lavoro familiare,231.88,11:10:00,11:10:00,10:30:00,0.012465587656122238
45-64 anni,lavoro familiare,209.22999999999996,11:20:00,11:20:00,10:40:00,0.011247951118209658
45-64 anni,lavoro familiare,253.31,11:30:00,11:30:00,10:50:00,0.01361763847322893
45-64 anni,lavoro familiare,351.45,11:40:00,11:40:00,11:00:00,0.018893525882974646
45-64 anni,lavoro familiare,219.51999999999998,11:50:00,11:50:00,11:10:00,0.011801129042056036
45-64 anni,lavoro familiare,200.96,12:00:00,12:00:00,11:20:00,0.010803365945205819
45-64 anni,lavoro familiare,229.32999999999996,12:10:00,12:10:00,11:30:00,0.012328502747880422
45-64 anni,lavoro familiare,199.32,12:20:00,12:20:00,11:40:00,0.01071520153363069
45-64 anni,lavoro familiare,234.06,12:30:00,12:30:00,11:50:00,0.012582781812972102
45-64 anni,lavoro familiare,326.42999999999995,12:40:00,12:40:00,12:00:00,0.017548481018578498
45-64 anni,lavoro familiare,198.43999999999997,12:50:00,12:50:00,12:10:00,0.010667893800590376
45-64 anni,lavoro familiare,145.78,13:00:00,13:00:00,12:20:00,0.007836956048428066
45-64 anni,lavoro familiare,172.0,13:10:00,13:10:00,12:30:00,0.009246511457879183
45-64 anni,lavoro familiare,152.47,13:20:00,13:20:00,12:40:00,0.00819660233710953
45-64 anni,lavoro familiare,169.1,13:30:00,13:30:00,12:50:00,0.009090610973996336
45-64 anni,lavoro familiare,222.29999999999998,13:40:00,13:40:00,13:00:00,0.011950578471433385
45-64 anni,lavoro familiare,148.52,13:50:00,13:50:00,13:10:00,0.007984255126303583
45-64 anni,lavoro familiare,129.92000000000002,14:00:00,14:00:00,13:20:00,0.006984341677951532
45-64 anni,lavoro familiare,129.0,14:10:00,14:10:00,13:30:00,0.006934883593409388
45-64 anni,lavoro familiare,112.86,14:20:00,14:20:00,13:40:00,0.006067216762420027
45-64 anni,lavoro familiare,124.7,14:30:00,14:30:00,13:50:00,0.006703720806962408
45-64 anni,lavoro familiare,189.2,14:40:00,14:40:00,14:00:00,0.010171162603667102
45-64 anni,lavoro familiare,129.21,14:50:00,14:50:00,14:10:00,0.006946172938794007
45-64 anni,lavoro familiare,117.99,15:00:00,15:00:00,14:20:00,0.006342999342530028
45-64 anni,lavoro familiare,126.88,15:10:00,15:10:00,14:30:00,0.006820914963812271
45-64 anni,lavoro familiare,117.42000000000002,15:20:00,15:20:00,14:40:00,0.0063123568336289175
45-64 anni,lavoro familiare,131.29999999999998,15:30:00,15:30:00,14:50:00,0.007058528804764748
45-64 anni,lavoro familiare,166.04999999999998,15:40:00,15:40:00,15:00:00,0.008926646671981618
45-64 anni,lavoro familiare,133.32999999999998,15:50:00,15:50:00,15:10:00,0.00716765914348274
45-64 anni,lavoro familiare,122.0,16:00:00,16:00:00,15:20:00,0.006558572080588723
45-64 anni,lavoro familiare,140.4,16:10:00,16:10:00,15:30:00,0.007547733771431613
45-64 anni,lavoro familiare,145.28,16:20:00,16:20:00,15:40:00,0.007810076654655162
45-64 anni,lavoro familiare,180.91,16:30:00,16:30:00,15:50:00,0.009725502254912343
45-64 anni,lavoro familiare,269.09999999999997,16:40:00,16:40:00,16:00:00,0.014466489728577255
45-64 anni,lavoro familiare,171.0,16:50:00,16:50:00,16:10:00,0.009192752670333374
