Classe di età,Tipo attività,Periodo temporale di riferimento,Value
15-24 anni,spostamenti finalizzati,giorno medio settimanale 00:50 - 01:00,2.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 01:00 - 01:10,3.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 01:10 - 01:20,2.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 01:20 - 00:30,1.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 01:30 - 01:40,1.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 01:40 - 01:50,1.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 01:50 - 02:00,1.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 02:00 - 02:10,1.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 02:10 - 02:20,1.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 02:20 - 02:30,1.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 02:30 - 02:40,1.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 02:40 - 02:50,0.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 02:50 - 03:00,1.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 03:00 - 03:10,1.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 03:10 - 03:20,0.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 03:20 - 03:30,0.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 03:30 - 03:40,0.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 03:40 - 03:50,0.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 03:50 - 04:00,0.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 04:00 - 04:10,0.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 04:10 - 04:20,0.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 04:20 - 04:30,0.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 04:30 - 04:40,0.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 04:40 - 04:50,0.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 04:50 - 05:00,0.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 05:00 - 05:10,0.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 05:10 - 05:20,0.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 05:20 - 05:30,0.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 05:30 - 05:40,0.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 05:40 - 05:50,0.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 05:50 - 06:00,0.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 06:00 - 06:10,0.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 06:10 - 06:20,1.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 06:20 - 06:30,1.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 06:30 - 06:40,2.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 06:40 - 06:50,3.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 06:50 - 07:00,6.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 07:00 - 07:10,9.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 07:10 - 07:20,11.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 07:20 - 07:30,15.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 07:30 - 07:40,19.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 07:40 - 07:50,21.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 07:50 - 08:00,22.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 08:00 - 08:10,16.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 08:10 - 08:20,12.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 08:20 - 08:30,9.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 08:30 - 08:40,7.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 08:40 - 08:50,7.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 08:50 - 09:00,6.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 09:00 - 09:10,5.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 09:10 - 09:20,4.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 09:20 - 09:30,4.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 09:30 - 09:40,4.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 09:40 - 09:50,4.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 09:50 - 10:00,4.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 10:00 - 10:10,4.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 10:10 - 10:20,3.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 10:20 - 10:30,3.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 10:30 - 10:40,3.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 10:40 - 10:50,3.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 10:50 - 11:00,4.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 11:00 - 11:10,5.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 11:10 - 11:20,5.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 11:20 - 11:30,5.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 11:30 - 11:40,4.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 11:40 - 11:50,5.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 11:50 - 12:00,5.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 12:00 - 12:10,7.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 12:10 - 12:20,5.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 12:20 - 12:30,5.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 12:30 - 12:40,7.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 12:40 - 12:50,6.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 12:50 - 13:00,8.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 13:00 - 13:10,16.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 13:10 - 13:20,15.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 13:20 - 13:30,15.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 13:30 - 13:40,15.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 13:40 - 13:50,14.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 13:50 - 14:00,14.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 14:00 - 14:10,15.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 14:10 - 14:20,13.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 14:20 - 14:30,12.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 14:30 - 14:40,10.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 14:40 - 14:50,8.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 14:50 - 15:00,8.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 15:00 - 15:10,10.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 15:10 - 15:20,8.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 15:20 - 15:30,8.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 15:30 - 15:40,7.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 15:40 - 15:50,6.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 15:50 - 16:00,8.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 16:00 - 16:10,11.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 16:10 - 16:20,8.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 16:20 - 16:30,7.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 16:30 - 16:40,6.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 16:40 - 16:50,6.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 16:50 - 17:00,7.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 17:00 - 17:10,12.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 17:10 - 17:20,9.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 17:20 - 17:30,9.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 17:30 - 17:40,10.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 17:40 - 17:50,9.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 17:50 - 18:00,11.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 18:00 - 18:10,18.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 18:10 - 18:20,13.1
15-24 anni,spostamenti finalizzati,giorno medio settimanale 18:20 - 18:30,12.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 18:30 - 18:40,12.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 18:40 - 18:50,11.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 18:50 - 19:00,12.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 19:00 - 19:10,16.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 19:10 - 19:20,10.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 19:20 - 19:30,10.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 19:30 - 19:40,10.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 19:40 - 19:50,9.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 19:50 - 20:00,11.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 20:00 - 20:10,12.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 20:10 - 20:20,9.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 20:20 - 20:30,8.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 20:30 - 20:40,8.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 20:40 - 20:50,6.0
15-24 anni,spostamenti finalizzati,giorno medio settimanale 20:50 - 21:00,6.6
15-24 anni,spostamenti finalizzati,giorno medio settimanale 21:00 - 21:10,9.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 21:10 - 21:20,5.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 21:20 - 21:30,5.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 21:30 - 21:40,6.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 21:40 - 21:50,5.3
15-24 anni,spostamenti finalizzati,giorno medio settimanale 21:50 - 22:00,6.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 22:00 - 22:10,9.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 22:10 - 22:20,6.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 22:20 - 22:30,5.7
15-24 anni,spostamenti finalizzati,giorno medio settimanale 22:30 - 22:40,5.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 22:40 - 22:50,4.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 22:50 - 23:00,5.2
15-24 anni,spostamenti finalizzati,giorno medio settimanale 23:00 - 23:10,7.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 23:10 - 23:20,4.9
15-24 anni,spostamenti finalizzati,giorno medio settimanale 23:20 - 23:30,4.5
15-24 anni,spostamenti finalizzati,giorno medio settimanale 23:30 - 23:40,4.4
15-24 anni,spostamenti finalizzati,giorno medio settimanale 23:40 - 23:50,3.8
15-24 anni,spostamenti finalizzati,giorno medio settimanale 23:50 - 00:00,5.1
15-24 anni,tempo libero,giorno medio settimanale 00:00 - 00:10,20.0
15-24 anni,tempo libero,giorno medio settimanale 00:10 - 00:20,18.9
15-24 anni,tempo libero,giorno medio settimanale 00:20 - 00:30,18.5
15-24 anni,tempo libero,giorno medio settimanale 00:30 - 00:40,15.5
15-24 anni,tempo libero,giorno medio settimanale 00:40 - 00:50,14.7
15-24 anni,tempo libero,giorno medio settimanale 00:50 - 01:00,13.4
15-24 anni,tempo libero,giorno medio settimanale 01:00 - 01:10,8.5
15-24 anni,tempo libero,giorno medio settimanale 01:10 - 01:20,8.0
15-24 anni,tempo libero,giorno medio settimanale 01:20 - 00:30,7.6
15-24 anni,tempo libero,giorno medio settimanale 01:30 - 01:40,6.7
15-24 anni,tempo libero,giorno medio settimanale 01:40 - 01:50,6.5
15-24 anni,tempo libero,giorno medio settimanale 01:50 - 02:00,6.0
15-24 anni,tempo libero,giorno medio settimanale 02:00 - 02:10,4.6
15-24 anni,tempo libero,giorno medio settimanale 02:10 - 02:20,4.5
15-24 anni,tempo libero,giorno medio settimanale 02:20 - 02:30,4.0
15-24 anni,tempo libero,giorno medio settimanale 02:30 - 02:40,3.5
15-24 anni,tempo libero,giorno medio settimanale 02:40 - 02:50,3.2
15-24 anni,tempo libero,giorno medio settimanale 02:50 - 03:00,3.0
15-24 anni,tempo libero,giorno medio settimanale 03:00 - 03:10,1.9
15-24 anni,tempo libero,giorno medio settimanale 03:10 - 03:20,1.8
15-24 anni,tempo libero,giorno medio settimanale 03:20 - 03:30,1.7
15-24 anni,tempo libero,giorno medio settimanale 03:30 - 03:40,1.6
15-24 anni,tempo libero,giorno medio settimanale 03:40 - 03:50,1.4
15-24 anni,tempo libero,giorno medio settimanale 03:50 - 04:00,0.9
15-24 anni,tempo libero,giorno medio settimanale 04:00 - 04:10,0.6
15-24 anni,tempo libero,giorno medio settimanale 04:10 - 04:20,0.6
15-24 anni,tempo libero,giorno medio settimanale 04:20 - 04:30,0.5
15-24 anni,tempo libero,giorno medio settimanale 04:30 - 04:40,0.4
15-24 anni,tempo libero,giorno medio settimanale 04:40 - 04:50,0.4
15-24 anni,tempo libero,giorno medio settimanale 04:50 - 05:00,0.3
15-24 anni,tempo libero,giorno medio settimanale 05:00 - 05:10,0.3
15-24 anni,tempo libero,giorno medio settimanale 05:10 - 05:20,0.3
15-24 anni,tempo libero,giorno medio settimanale 05:20 - 05:30,0.3
15-24 anni,tempo libero,giorno medio settimanale 05:30 - 05:40,0.3
15-24 anni,tempo libero,giorno medio settimanale 05:40 - 05:50,0.1
15-24 anni,tempo libero,giorno medio settimanale 05:50 - 06:00,0.1
15-24 anni,tempo libero,giorno medio settimanale 06:00 - 06:10,0.2
15-24 anni,tempo libero,giorno medio settimanale 06:10 - 06:20,0.2
15-24 anni,tempo libero,giorno medio settimanale 06:20 - 06:30,0.4
15-24 anni,tempo libero,giorno medio settimanale 06:30 - 06:40,0.3
15-24 anni,tempo libero,giorno medio settimanale 06:40 - 06:50,0.4
15-24 anni,tempo libero,giorno medio settimanale 06:50 - 07:00,0.6
15-24 anni,tempo libero,giorno medio settimanale 07:00 - 07:10,0.8
15-24 anni,tempo libero,giorno medio settimanale 07:10 - 07:20,0.7
15-24 anni,tempo libero,giorno medio settimanale 07:20 - 07:30,1.1
15-24 anni,tempo libero,giorno medio settimanale 07:30 - 07:40,1.0
15-24 anni,tempo libero,giorno medio settimanale 07:40 - 07:50,1.4
15-24 anni,tempo libero,giorno medio settimanale 07:50 - 08:00,1.8
15-24 anni,tempo libero,giorno medio settimanale 08:00 - 08:10,2.1
15-24 anni,tempo libero,giorno medio settimanale 08:10 - 08:20,1.8
15-24 anni,tempo libero,giorno medio settimanale 08:20 - 08:30,2.2
15-24 anni,tempo libero,giorno medio settimanale 08:30 - 08:40,2.3
15-24 anni,tempo libero,giorno medio settimanale 08:40 - 08:50,2.7
15-24 anni,tempo libero,giorno medio settimanale 08:50 - 09:00,2.9
15-24 anni,tempo libero,giorno medio settimanale 09:00 - 09:10,3.8
15-24 anni,tempo libero,giorno medio settimanale 09:10 - 09:20,4.3
15-24 anni,tempo libero,giorno medio settimanale 09:20 - 09:30,5.1
15-24 anni,tempo libero,giorno medio settimanale 09:30 - 09:40,5.8
15-24 anni,tempo libero,giorno medio settimanale 09:40 - 09:50,6.7
15-24 anni,tempo libero,giorno medio settimanale 09:50 - 10:00,7.3
15-24 anni,tempo libero,giorno medio settimanale 10:00 - 10:10,9.3
15-24 anni,tempo libero,giorno medio settimanale 10:10 - 10:20,9.7
15-24 anni,tempo libero,giorno medio settimanale 10:20 - 10:30,11.2
15-24 anni,tempo libero,giorno medio settimanale 10:30 - 10:40,12.2
15-24 anni,tempo libero,giorno medio settimanale 10:40 - 10:50,13.0
15-24 anni,tempo libero,giorno medio settimanale 10:50 - 11:00,14.3
15-24 anni,tempo libero,giorno medio settimanale 11:00 - 11:10,15.0
15-24 anni,tempo libero,giorno medio settimanale 11:10 - 11:20,15.6
15-24 anni,tempo libero,giorno medio settimanale 11:20 - 11:30,17.2
15-24 anni,tempo libero,giorno medio settimanale 11:30 - 11:40,19.4
15-24 anni,tempo libero,giorno medio settimanale 11:40 - 11:50,20.2
15-24 anni,tempo libero,giorno medio settimanale 11:50 - 12:00,19.9
15-24 anni,tempo libero,giorno medio settimanale 12:00 - 12:10,18.5
15-24 anni,tempo libero,giorno medio settimanale 12:10 - 12:20,18.9
15-24 anni,tempo libero,giorno medio settimanale 12:20 - 12:30,19.0
15-24 anni,tempo libero,giorno medio settimanale 12:30 - 12:40,18.7
15-24 anni,tempo libero,giorno medio settimanale 12:40 - 12:50,19.5
15-24 anni,tempo libero,giorno medio settimanale 12:50 - 13:00,16.8
15-24 anni,tempo libero,giorno medio settimanale 13:00 - 13:10,15.7
15-24 anni,tempo libero,giorno medio settimanale 13:10 - 13:20,17.1
15-24 anni,tempo libero,giorno medio settimanale 13:20 - 13:30,17.7
15-24 anni,tempo libero,giorno medio settimanale 13:30 - 13:40,19.3
15-24 anni,tempo libero,giorno medio settimanale 13:40 - 13:50,21.8
15-24 anni,tempo libero,giorno medio settimanale 13:50 - 14:00,23.9
15-24 anni,tempo libero,giorno medio settimanale 14:00 - 14:10,29.9
15-24 anni,tempo libero,giorno medio settimanale 14:10 - 14:20,33.1
15-24 anni,tempo libero,giorno medio settimanale 14:20 - 14:30,34.0
15-24 anni,tempo libero,giorno medio settimanale 14:30 - 14:40,38.5
15-24 anni,tempo libero,giorno medio settimanale 14:40 - 14:50,41.1
15-24 anni,tempo libero,giorno medio settimanale 14:50 - 15:00,42.3
15-24 anni,tempo libero,giorno medio settimanale 15:00 - 15:10,40.1
15-24 anni,tempo libero,giorno medio settimanale 15:10 - 15:20,43.2
15-24 anni,tempo libero,giorno medio settimanale 15:20 - 15:30,43.2
15-24 anni,tempo libero,giorno medio settimanale 15:30 - 15:40,43.4
15-24 anni,tempo libero,giorno medio settimanale 15:40 - 15:50,43.6
15-24 anni,tempo libero,giorno medio settimanale 15:50 - 16:00,42.6
15-24 anni,tempo libero,giorno medio settimanale 16:00 - 16:10,36.7
15-24 anni,tempo libero,giorno medio settimanale 16:10 - 16:20,39.5
15-24 anni,tempo libero,giorno medio settimanale 16:20 - 16:30,40.1
15-24 anni,tempo libero,giorno medio settimanale 16:30 - 16:40,41.3
15-24 anni,tempo libero,giorno medio settimanale 16:40 - 16:50,42.3
15-24 anni,tempo libero,giorno medio settimanale 16:50 - 17:00,41.7
15-24 anni,tempo libero,giorno medio settimanale 17:00 - 17:10,41.0
15-24 anni,tempo libero,giorno medio settimanale 17:10 - 17:20,43.8
15-24 anni,tempo libero,giorno medio settimanale 17:20 - 17:30,44.4
15-24 anni,tempo libero,giorno medio settimanale 17:30 - 17:40,44.7
15-24 anni,tempo libero,giorno medio settimanale 17:40 - 17:50,46.1
15-24 anni,tempo libero,giorno medio settimanale 17:50 - 18:00,45.8
15-24 anni,tempo libero,giorno medio settimanale 18:00 - 18:10,43.0
15-24 anni,tempo libero,giorno medio settimanale 18:10 - 18:20,47.9
15-24 anni,tempo libero,giorno medio settimanale 18:20 - 18:30,49.1
15-24 anni,tempo libero,giorno medio settimanale 18:30 - 18:40,50.0
15-24 anni,tempo libero,giorno medio settimanale 18:40 - 18:50,50.9
15-24 anni,tempo libero,giorno medio settimanale 18:50 - 19:00,50.6
15-24 anni,tempo libero,giorno medio settimanale 19:00 - 19:10,45.5
15-24 anni,tempo libero,giorno medio settimanale 19:10 - 19:20,47.6
15-24 anni,tempo libero,giorno medio settimanale 19:20 - 19:30,48.1
15-24 anni,tempo libero,giorno medio settimanale 19:30 - 19:40,45.9
15-24 anni,tempo libero,giorno medio settimanale 19:40 - 19:50,45.1
15-24 anni,tempo libero,giorno medio settimanale 19:50 - 20:00,40.5
15-24 anni,tempo libero,giorno medio settimanale 20:00 - 20:10,33.7
15-24 anni,tempo libero,giorno medio settimanale 20:10 - 20:20,33.4
15-24 anni,tempo libero,giorno medio settimanale 20:20 - 20:30,32.8
15-24 anni,tempo libero,giorno medio settimanale 20:30 - 20:40,32.2
15-24 anni,tempo libero,giorno medio settimanale 20:40 - 20:50,35.1
15-24 anni,tempo libero,giorno medio settimanale 20:50 - 21:00,37.7
15-24 anni,tempo libero,giorno medio settimanale 21:00 - 21:10,46.8
15-24 anni,tempo libero,giorno medio settimanale 21:10 - 21:20,52.6
15-24 anni,tempo libero,giorno medio settimanale 21:20 - 21:30,56.4
15-24 anni,tempo libero,giorno medio settimanale 21:30 - 21:40,61.5
15-24 anni,tempo libero,giorno medio settimanale 21:40 - 21:50,64.6
15-24 anni,tempo libero,giorno medio settimanale 21:50 - 22:00,62.7
15-24 anni,tempo libero,giorno medio settimanale 22:00 - 22:10,58.4
15-24 anni,tempo libero,giorno medio settimanale 22:10 - 22:20,61.0
15-24 anni,tempo libero,giorno medio settimanale 22:20 - 22:30,61.2
15-24 anni,tempo libero,giorno medio settimanale 22:30 - 22:40,59.2
15-24 anni,tempo libero,giorno medio settimanale 22:40 - 22:50,58.8
15-24 anni,tempo libero,giorno medio settimanale 22:50 - 23:00,53.9
15-24 anni,tempo libero,giorno medio settimanale 23:00 - 23:10,41.2
15-24 anni,tempo libero,giorno medio settimanale 23:10 - 23:20,39.5
15-24 anni,tempo libero,giorno medio settimanale 23:20 - 23:30,37.4
15-24 anni,tempo libero,giorno medio settimanale 23:30 - 23:40,34.1
15-24 anni,tempo libero,giorno medio settimanale 23:40 - 23:50,32.5
15-24 anni,tempo libero,giorno medio settimanale 23:50 - 00:00,28.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:00 - 00:10,83.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:10 - 00:20,85.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:20 - 00:30,86.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:30 - 00:40,88.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:40 - 00:50,89.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 00:50 - 01:00,90.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:00 - 01:10,93.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:10 - 01:20,93.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:20 - 00:30,94.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:30 - 01:40,95.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:40 - 01:50,95.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 01:50 - 02:00,95.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:00 - 02:10,95.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:10 - 02:20,96.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:20 - 02:30,96.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:30 - 02:40,96.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:40 - 02:50,97.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 02:50 - 03:00,97.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:00 - 03:10,97.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:10 - 03:20,97.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:20 - 03:30,97.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:30 - 03:40,97.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:40 - 03:50,97.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 03:50 - 04:00,98.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:00 - 04:10,98.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:10 - 04:20,98.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:20 - 04:30,98.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:30 - 04:40,98.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:40 - 04:50,98.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 04:50 - 05:00,98.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:00 - 05:10,97.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:10 - 05:20,97.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:20 - 05:30,96.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:30 - 05:40,96.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:40 - 05:50,95.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 05:50 - 06:00,94.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:00 - 06:10,93.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:10 - 06:20,92.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:20 - 06:30,90.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:30 - 06:40,88.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:40 - 06:50,85.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 06:50 - 07:00,83.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:00 - 07:10,77.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:10 - 07:20,73.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:20 - 07:30,68.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:30 - 07:40,63.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:40 - 07:50,58.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 07:50 - 08:00,52.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:00 - 08:10,45.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:10 - 08:20,43.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:20 - 08:30,39.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:30 - 08:40,35.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:40 - 08:50,33.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 08:50 - 09:00,30.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:00 - 09:10,25.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:10 - 09:20,24.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:20 - 09:30,22.4
